Car_id,Date,Customer Name,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No ,Body Style,Phone,Dealer_Region
1149,2022-03-22,Lena,Male,13500,Progressive Shippers Cooperative Association No,Chrysler,Sebring Conv.,DoubleÂ Overhead Camshaft,Auto,Black,16000,53546-9427,SUV,6707202,Janesville
1150,2022-03-22,Achille,Male,1870000,Rabun Used Car Sales,Hyundai,Sonata,Overhead Camshaft,Manual,Black,20000,85257-3102,SUV,8381201,Scottsdale
1151,2022-03-22,Logan,Male,1110000,Ryder Truck Rental and Leasing,Oldsmobile,Aurora,DoubleÂ Overhead Camshaft,Auto,Red,24000,06457-3834,Passenger,7744931,Middletown
1152,2022-03-22,Anne-Capucine,Male,935000,Saab-Belle Dodge,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Red,16000,60504-7114,Hatchback,7904986,Aurora
1153,2022-03-22,Lylou,Male,351000,Ryder Truck Rental and Leasing,Lexus,ES300,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,06457-3834,Hardtop,6450194,Middletown
1154,2022-03-22,Emma,Male,755000,Star Enterprises Inc,Mitsubishi,3000GT,Overhead Camshaft,Manual,Red,20000,99301-3882,Sedan,7916489,Pasco
1155,2022-03-22,Perrine,Male,750000,Suburban Ford,Lexus,LX470,DoubleÂ Overhead Camshaft,Auto,Black,22000,53546-9427,SUV,6264232,Janesville
1156,2022-03-22,Bryson,Male,876000,U-Haul CO,Mercedes-B,E-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,78758-7841,Sedan,7755139,Janesville
1157,2022-03-22,Caleb,Male,13500,Progressive Shippers Cooperative Association No,Ford,Expedition,Overhead Camshaft,Manual,Red,22000,53546-9427,SUV,7212943,Scottsdale
1158,2022-03-22,Cameron,Male,578000,Rabun Used Car Sales,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,10000,85257-3102,SUV,8069046,Austin
1159,2022-03-22,Carmelo,Male,510000,Race Car Help,Saturn,SW,DoubleÂ Overhead Camshaft,Auto,Red,25000,78758-7841,Passenger,7829867,Middletown
1160,2022-03-22,Carter,Male,390000,Ryder Truck Rental and Leasing,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20000,06457-3834,SUV,6372160,Aurora
1161,2022-03-22,Cayden,Male,525000,Saab-Belle Dodge,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Pale White,38000,60504-7114,Sedan,6326655,Greenville
1162,2022-03-22,Chad,Male,480000,Scrivener Performance Engineering,Volkswagen,Passat,Overhead Camshaft,Manual,Red,20000,38701-8047,Hatchback,6737652,Pasco
1163,2022-03-22,Chance,Female,471100,Star Enterprises Inc,Acura,RL,DoubleÂ Overhead Camshaft,Auto,Black,24100,99301-3882,SUV,6842670,Janesville
1164,2022-03-22,Charles,Male,1000000,Suburban Ford,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,53546-9427,Hatchback,7634598,Scottsdale
1165,2022-03-22,Chase,Male,1240000,Tri-State Mack Inc,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,16000,85257-3102,SUV,7086475,Austin
1166,2022-03-23,Angelina,Male,780000,Pars Auto Sales,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,12000,38701-8047,Hatchback,6588787,Greenville
1167,2022-03-23,Anna,Male,1780000,Pitre Buick-Pontiac-Gmc of Scottsdale,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,17000,99301-3882,Passenger,6923959,Pasco
1168,2022-03-23,Annabel,Male,630000,Progressive Shippers Cooperative Association No,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,53546-9427,SUV,7855744,Janesville
1169,2022-03-23,Annabelle,Male,406000,Rabun Used Car Sales,Lincoln,Town car,Overhead Camshaft,Manual,Black,17000,85257-3102,Hatchback,8792918,Scottsdale
1170,2022-03-23,Ariana,Male,660000,Race Car Help,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Black,38000,78758-7841,SUV,7280545,Austin
1171,2022-03-23,Arianna,Male,683500,Ryder Truck Rental and Leasing,Audi,A6,Overhead Camshaft,Manual,Black,15500,06457-3834,SUV,7270320,Middletown
1172,2022-03-23,Amelia,Male,13500,Progressive Shippers Cooperative Association No,Buick,Century,DoubleÂ Overhead Camshaft,Auto,Pale White,17000,53546-9427,Hardtop,6361867,Janesville
1173,2022-03-23,Alvin,Male,13500,Scrivener Performance Engineering,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,38701-8047,SUV,6545256,Greenville
1174,2022-03-23,Andrew,Male,13500,Star Enterprises Inc,Volvo,S40,Overhead Camshaft,Manual,Red,17000,99301-3882,Sedan,7692234,Pasco
1175,2022-03-23,Andy,Male,821000,Suburban Ford,Pontiac,Bonneville,Overhead Camshaft,Manual,Black,36000,53546-9427,Hatchback,6003786,Janesville
1176,2022-03-23,Angus,Male,1071888,Tri-State Mack Inc,Pontiac,Sunfire,DoubleÂ Overhead Camshaft,Auto,Black,18180,85257-3102,Sedan,7454206,Scottsdale
1177,2022-03-23,Anson,Male,560000,U-Haul CO,Lincoln,Continental,Overhead Camshaft,Manual,Black,18000,78758-7841,Passenger,6550033,Austin
1178,2022-03-23,Annabella,Male,610000,Clay Johnson Auto Sales,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,16000,78758-7841,Passenger,6450724,Austin
1179,2022-03-23,Annabelle,Female,550000,Diehl Motor CO Inc,Chevrolet,Prizm,Overhead Camshaft,Manual,Red,22000,06457-3834,Hatchback,6755707,Middletown
1180,2022-03-23,Annalise,Male,925000,Enterprise Rent A Car,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22000,60504-7114,Passenger,7244331,Aurora
1181,2022-03-23,April,Female,440000,Gartner Buick Hyundai Saab,Nissan,Frontier,Overhead Camshaft,Manual,Black,53000,38701-8047,Hatchback,8401681,Greenville
1182,2022-03-23,Arabella,Male,760000,Hatfield Volkswagen,Volvo,S40,Overhead Camshaft,Manual,Red,22000,99301-3882,Sedan,6025672,Pasco
1183,2022-03-23,Arely,Male,771000,Iceberg Rentals,Honda,Civic,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,53546-9427,Hatchback,8629385,Janesville
1184,2022-03-23,Elfie,Male,1078000,Tri-State Mack Inc,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Black,31800,85257-3102,SUV,7125989,Scottsdale
1185,2022-03-23,Lylien,Male,1197000,U-Haul CO,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,42700,78758-7841,Hatchback,6515819,Austin
1186,2022-03-23,Lina,Male,1000000,Progressive Shippers Cooperative Association No,Audi,A6,Overhead Camshaft,Manual,Pale White,24000,53546-9427,SUV,6975510,Janesville
1187,2022-03-23,Victor,Male,1065000,Rabun Used Car Sales,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Red,22500,85257-3102,Sedan,7071251,Scottsdale
1188,2022-03-23,Kylian,Male,515000,Race Car Help,Cadillac,Eldorado,Overhead Camshaft,Manual,Red,37000,78758-7841,Passenger,6947492,Austin
1189,2022-03-23,Kevin,Male,493000,Ryder Truck Rental and Leasing,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22000,06457-3834,Passenger,7758848,Middletown
1190,2022-03-23,Chris,Male,1115000,U-Haul CO,Saturn,LW,Overhead Camshaft,Manual,Red,49500,78758-7841,Hatchback,8076116,Middletown
1191,2022-03-23,Christian,Male,507000,Buddy Storbeck's Diesel Service Inc,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Black,42000,06457-3834,Hatchback,6141955,Aurora
1192,2022-03-23,Christopher,Male,845000,C & M Motors Inc,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43000,60504-7114,Sedan,7001840,Greenville
1193,2022-03-23,Cody,Male,1250000,Capitol KIA,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Red,29000,38701-8047,Hatchback,8721607,Pasco
1194,2022-03-23,Corey,Female,905000,Chrysler of Tri-Cities,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,21000,99301-3882,Hatchback,8777809,Janesville
1195,2022-03-23,Daniel,Male,1026000,Chrysler Plymouth,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14600,53546-9427,Sedan,7820679,Scottsdale
1196,2022-03-24,Ariel,Female,540000,Saab-Belle Dodge,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Black,28000,60504-7114,Hatchback,7465456,Aurora
1197,2022-03-24,Ariela,Male,580000,Scrivener Performance Engineering,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Black,16000,38701-8047,SUV,8268210,Greenville
1198,2022-03-24,Ariella,Male,1335000,Star Enterprises Inc,Ford,Mustang,Overhead Camshaft,Manual,Red,43500,99301-3882,Hatchback,8831355,Pasco
1199,2022-03-24,Anthony,Male,13500,Buddy Storbeck's Diesel Service Inc,BMW,528i,Overhead Camshaft,Manual,Black,21000,06457-3834,SUV,7134917,Middletown
1200,2022-03-24,Angel,Male,1950000,Race Car Help,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,20000,78758-7841,Hardtop,7008058,Austin
1201,2022-03-24,Aryan,Male,13500,Capitol KIA,Mercury,Sable,Overhead Camshaft,Manual,Red,61000,38701-8047,Sedan,7464075,Greenville
1202,2022-03-24,Aria,Male,441700,McKinney Dodge Chrysler Jeep,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Black,26700,85257-3102,Hatchback,6200108,Scottsdale
1203,2022-03-24,Ariana,Male,1000000,Motor Vehicle Branch Office,Ford,F-Series,Overhead Camshaft,Manual,Black,38000,78758-7841,Passenger,6221646,Austin
1204,2022-03-24,Arianna,Male,730000,Nebo Chevrolet,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43000,06457-3834,Sedan,8866896,Middletown
1205,2022-03-24,Anais,Male,591000,New Castle Ford Lincoln Mercury,Volkswagen,Beetle,DoubleÂ Overhead Camshaft,Auto,Red,45000,60504-7114,Hardtop,8114903,Aurora
1206,2022-03-24,Tristan,Male,980000,Scrivener Performance Engineering,Volvo,C70,DoubleÂ Overhead Camshaft,Auto,Black,49000,38701-8047,Hatchback,7465253,Greenville
1207,2022-03-24,Solene,Male,902000,Star Enterprises Inc,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Red,25000,99301-3882,Sedan,7291533,Pasco
1208,2022-03-24,Darius,Male,850000,Classic Chevy,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Red,29000,85257-3102,Hatchback,7766831,Austin
1209,2022-03-24,Darren,Male,2905000,Clay Johnson Auto Sales,Mercury,Grand Marquis,Overhead Camshaft,Manual,Red,71500,78758-7841,SUV,6103110,Middletown
1210,2022-03-24,David,Male,1380000,Diehl Motor CO Inc,Lexus,GS300,Overhead Camshaft,Manual,Red,17000,06457-3834,Passenger,8916290,Aurora
1211,2022-03-26,Ashley,Male,800000,Suburban Ford,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Red,12000,53546-9427,SUV,8486477,Janesville
1212,2022-03-26,Atara,Male,510000,Tri-State Mack Inc,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,41001,85257-3102,SUV,8954185,Scottsdale
1213,2022-03-26,Aubrey,Male,1070000,U-Haul CO,Honda,Passport,Overhead Camshaft,Manual,Pale White,27001,78758-7841,SUV,7825808,Austin
1214,2022-03-26,Audrey,Male,425000,Progressive Shippers Cooperative Association No,Ford,Focus,Overhead Camshaft,Manual,Black,49001,53546-9427,SUV,7802872,Janesville
1215,2022-03-26,Autumn,Male,605000,Rabun Used Car Sales,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,49001,85257-3102,Hatchback,8060906,Scottsdale
1216,2022-03-26,Ava,Male,705000,Race Car Help,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Black,12001,78758-7841,Hatchback,8283516,Austin
1217,2022-03-26,Asher,Male,1210000,Chrysler of Tri-Cities,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,41000,99301-3882,SUV,8654214,Pasco
1218,2022-03-26,Austin,Female,1380000,Chrysler Plymouth,Mercedes-B,E-Class,DoubleÂ Overhead Camshaft,Auto,Red,15000,53546-9427,Sedan,8654573,Janesville
1219,2022-03-26,Ayaan,Male,1500000,Classic Chevy,Volvo,C70,Overhead Camshaft,Manual,Pale White,24000,85257-3102,Hatchback,6636676,Scottsdale
1220,2022-03-26,Ayan,Male,13500,Clay Johnson Auto Sales,Chrysler,LHS,Overhead Camshaft,Manual,Pale White,41000,78758-7841,Hatchback,8182280,Austin
1221,2022-03-26,Ayden,Male,1215000,Diehl Motor CO Inc,Saturn,LW,Overhead Camshaft,Manual,Pale White,13500,06457-3834,Hatchback,6539782,Middletown
1222,2022-03-26,Benjamin,Male,1265000,Enterprise Rent A Car,Mitsubishi,3000GT,Overhead Camshaft,Manual,Red,20500,60504-7114,Sedan,8188919,Aurora
1223,2022-03-26,Ariel,Female,13500,New Castle Ford Lincoln Mercury,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Red,13000,60504-7114,Hatchback,6654623,Aurora
1224,2022-03-26,Ariella,Male,13500,Pars Auto Sales,Ford,F-Series,Overhead Camshaft,Manual,Red,13000,38701-8047,Passenger,6379450,Greenville
1225,2022-03-26,Arielle,Male,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Black,16000,99301-3882,Sedan,6492170,Pasco
1226,2022-03-26,Arya,Male,2575000,Progressive Shippers Cooperative Association No,Chevrolet,Monte Carlo,DoubleÂ Overhead Camshaft,Auto,Red,20500,53546-9427,Hatchback,6045137,Janesville
1227,2022-03-26,Ashley,Male,2900000,Rabun Used Car Sales,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26000,85257-3102,SUV,7245982,Scottsdale
1228,2022-03-26,Athena,Male,5800000,Race Car Help,Cadillac,Eldorado,Overhead Camshaft,Manual,Pale White,13000,78758-7841,Passenger,6135398,Austin
1229,2022-03-26,Theo,Male,750000,Suburban Ford,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Black,39000,53546-9427,Sedan,6069281,Janesville
1230,2022-03-26,Angelina,Male,1825000,Tri-State Mack Inc,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26500,85257-3102,SUV,6647690,Scottsdale
1231,2022-03-26,Pierre,Male,742000,U-Haul CO,Toyota,RAV4,Overhead Camshaft,Manual,Black,85000,78758-7841,Hatchback,7539162,Austin
1232,2022-03-26,Aurelien,Male,13500,Buddy Storbeck's Diesel Service Inc,Mercedes-B,SLK,Overhead Camshaft,Manual,Black,26000,06457-3834,Passenger,6386533,Middletown
1233,2022-03-26,Victoire,Male,565000,Hatfield Volkswagen,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Pale White,26000,99301-3882,Hardtop,6384432,Pasco
1234,2022-03-26,Francesca,Male,5770000,Capitol KIA,Volvo,C70,Overhead Camshaft,Manual,Black,17000,38701-8047,Hatchback,8080703,Greenville
1235,2022-03-26,Derrick,Male,2500000,Enterprise Rent A Car,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,60504-7114,SUV,7348661,Greenville
1236,2022-03-26,Devin,Male,2120000,Gartner Buick Hyundai Saab,Cadillac,Seville,Overhead Camshaft,Manual,Black,44000,38701-8047,Hatchback,7120713,Pasco
1237,2022-03-26,Devon,Male,2015000,Hatfield Volkswagen,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Red,19500,99301-3882,Hatchback,8794656,Janesville
1238,2022-03-26,Dominic,Male,787000,Iceberg Rentals,Toyota,RAV4,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,53546-9427,Hatchback,7307456,Scottsdale
1239,2022-03-26,Donovan,Male,13500,McKinney Dodge Chrysler Jeep,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Red,24000,85257-3102,Sedan,8228014,Austin
1240,2022-03-26,Dwayne,Male,2220000,Motor Vehicle Branch Office,Porsche,Carrera Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,32000,78758-7841,Passenger,8123183,Janesville
1241,2022-03-27,Avery,Male,391000,Ryder Truck Rental and Leasing,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Red,15001,06457-3834,Hatchback,7758857,Middletown
1242,2022-03-27,Benson,Male,1050000,Gartner Buick Hyundai Saab,Mercedes-B,SLK230,Overhead Camshaft,Manual,Pale White,14000,38701-8047,Hatchback,8779830,Greenville
1243,2022-03-27,Aubree,Male,2140000,Ryder Truck Rental and Leasing,Plymouth,Voyager,Overhead Camshaft,Manual,Red,20000,06457-3834,Passenger,8283233,Middletown
1244,2022-03-27,Adelie,Male,13500,McKinney Dodge Chrysler Jeep,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Red,57000,85257-3102,Hardtop,7457900,Scottsdale
1245,2022-03-27,Dylan,Male,540000,Nebo Chevrolet,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,06457-3834,Sedan,7003347,Scottsdale
1246,2022-03-28,Avigail,Male,440000,Saab-Belle Dodge,Acura,RL,Overhead Camshaft,Manual,Black,18001,60504-7114,SUV,8968018,Aurora
1247,2022-03-28,Aviva,Male,845000,Scrivener Performance Engineering,Honda,Odyssey,Overhead Camshaft,Manual,Pale White,27001,38701-8047,Passenger,8697617,Greenville
1248,2022-03-28,Ayla,Female,766000,Star Enterprises Inc,Oldsmobile,Intrigue,Overhead Camshaft,Manual,Red,25001,99301-3882,SUV,6888799,Pasco
1249,2022-03-28,Baila,Male,743000,Suburban Ford,Acura,RL,Overhead Camshaft,Manual,Red,26001,53546-9427,SUV,7890327,Janesville
1250,2022-03-28,Barbara,Female,650000,Tri-State Mack Inc,Ford,Taurus,Overhead Camshaft,Manual,Black,69001,85257-3102,SUV,7516976,Scottsdale
1251,2022-03-28,Brandon,Male,790000,Hatfield Volkswagen,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,99301-3882,Sedan,8536494,Pasco
1252,2022-03-28,Brian,Female,1230000,McKinney Dodge Chrysler Jeep,Honda,Civic,Overhead Camshaft,Manual,Black,43000,85257-3102,Hatchback,6821193,Scottsdale
1253,2022-03-28,Bruce,Female,1200000,Motor Vehicle Branch Office,Jaguar,S-Type,DoubleÂ Overhead Camshaft,Auto,Black,16000,78758-7841,Passenger,7046469,Austin
1254,2022-03-28,Angela,Female,1210000,Ryder Truck Rental and Leasing,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Black,16000,06457-3834,Hardtop,7174048,Middletown
1255,2022-03-28,Caleb,Male,1400000,New Castle Ford Lincoln Mercury,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33000,60504-7114,Hatchback,6743511,Aurora
1256,2022-03-28,Aubrey,Male,2225000,Saab-Belle Dodge,Saab,03-Sep,DoubleÂ Overhead Camshaft,Auto,Black,26500,60504-7114,Sedan,7098757,Aurora
1257,2022-03-28,Audrey,Male,975000,Scrivener Performance Engineering,Plymouth,Prowler,Overhead Camshaft,Manual,Red,71000,38701-8047,Hatchback,6035111,Greenville
1258,2022-03-28,Aurora,Male,4225000,Star Enterprises Inc,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,41500,99301-3882,Hatchback,7623500,Pasco
1259,2022-03-28,Autumn,Male,2100000,Suburban Ford,Buick,LeSabre,Overhead Camshaft,Manual,Black,20000,53546-9427,Sedan,7972183,Janesville
1260,2022-03-28,Ava,Male,1392000,Tri-State Mack Inc,Audi,A6,Overhead Camshaft,Manual,Pale White,24200,85257-3102,SUV,6950146,Scottsdale
1261,2022-03-28,Thea,Male,13500,Chrysler Plymouth,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Black,14000,53546-9427,SUV,7196251,Janesville
1262,2022-03-28,Thomas,Male,13500,Classic Chevy,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,49000,85257-3102,Hatchback,6643857,Scottsdale
1263,2022-03-28,Ilona,Male,1700000,Clay Johnson Auto Sales,Toyota,RAV4,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,78758-7841,Hatchback,6265155,Austin
1264,2022-03-28,Axel,Male,2690000,Diehl Motor CO Inc,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,16000,06457-3834,Passenger,7572567,Middletown
1265,2022-03-28,Simon,Male,1500000,Tri-State Mack Inc,Saturn,SC,Overhead Camshaft,Manual,Red,61000,85257-3102,Hardtop,7358896,Scottsdale
1266,2022-03-28,Edward,Male,415000,New Castle Ford Lincoln Mercury,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,41000,60504-7114,Hatchback,6171905,Austin
1267,2022-03-28,Eli,Female,826000,Pars Auto Sales,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Black,19000,38701-8047,Passenger,8258960,Middletown
1268,2022-03-28,Elias,Male,585000,Pitre Buick-Pontiac-Gmc of Scottsdale,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,41000,99301-3882,Hatchback,8684686,Aurora
1269,2022-03-28,Elijah,Male,700500,Progressive Shippers Cooperative Association No,Mercury,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,Black,19500,53546-9427,SUV,8632394,Greenville
1270,2022-03-28,Emmanuel,Male,2385000,Rabun Used Car Sales,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Red,29500,85257-3102,Passenger,7112246,Pasco
1271,2022-03-29,Batsheva,Male,730000,U-Haul CO,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14000,78758-7841,Sedan,7588730,Austin
1272,2022-03-29,Batya,Female,916500,Buddy Storbeck's Diesel Service Inc,Saturn,SW,Overhead Camshaft,Manual,Black,36500,06457-3834,Passenger,7003599,Middletown
1273,2022-03-29,Beatrice,Male,635000,C & M Motors Inc,Lincoln,Continental,Overhead Camshaft,Manual,Red,82000,60504-7114,Passenger,6399311,Aurora
1274,2022-03-29,Bella,Male,620000,Capitol KIA,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Red,24000,38701-8047,Sedan,8154210,Greenville
1275,2022-03-29,Bianca,Male,447000,Chrysler of Tri-Cities,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Black,23001,99301-3882,SUV,7514880,Pasco
1276,2022-03-29,Blake,Male,730000,Chrysler Plymouth,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14000,53546-9427,Sedan,7255360,Janesville
1277,2022-03-29,Blima,Male,678000,Classic Chevy,Audi,A6,Overhead Camshaft,Manual,Black,25000,85257-3102,SUV,8198527,Scottsdale
1278,2022-03-29,Blimy,Male,580000,Clay Johnson Auto Sales,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,78758-7841,Sedan,8667116,Austin
1279,2022-03-29,Kimora,Male,13500,Suburban Ford,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,14000,53546-9427,Hardtop,8516038,Janesville
1280,2022-03-29,Carson,Male,860000,Pitre Buick-Pontiac-Gmc of Scottsdale,Acura,RL,Overhead Camshaft,Manual,Red,17000,99301-3882,SUV,7174311,Pasco
1281,2022-03-29,Carter,Male,13500,Progressive Shippers Cooperative Association No,Toyota,Sienna,Overhead Camshaft,Manual,Black,12000,53546-9427,Passenger,7450705,Janesville
1282,2022-03-29,Charles,Male,740000,Rabun Used Car Sales,Volvo,S40,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,85257-3102,Sedan,6844603,Scottsdale
1283,2022-03-29,Chase,Male,13500,Race Car Help,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,78758-7841,Hatchback,8790405,Austin
1284,2022-03-29,Christian,Male,13500,Ryder Truck Rental and Leasing,Volvo,V70,DoubleÂ Overhead Camshaft,Auto,Black,39000,06457-3834,Passenger,8005194,Middletown
1285,2022-03-29,Christopher,Male,816000,Saab-Belle Dodge,Nissan,Quest,Overhead Camshaft,Manual,Black,19000,60504-7114,SUV,6281284,Aurora
1286,2022-03-29,Cody,Male,800000,Scrivener Performance Engineering,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Black,26000,38701-8047,Hatchback,6297556,Greenville
1287,2022-03-29,Avery,Male,13500,U-Haul CO,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Black,31000,78758-7841,SUV,8905787,Austin
1288,2022-03-29,Ayleen,Male,2445000,Progressive Shippers Cooperative Association No,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,20500,53546-9427,Hatchback,8051484,Janesville
1289,2022-03-29,Aylin,Male,520000,Rabun Used Car Sales,Saturn,LW,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,85257-3102,Hatchback,7352889,Scottsdale
